direction,clusterIndex,clusterMass,clusterThreshold,clusterSizeBins,clusterDurationMs,freqMin,freqMax,timeMin,timeMax,isSignificant
positive_win_greater_than_lose,1,32025.4215780782,2761.74859824959,7444,1001,5.59624258613371,63.3142573091214,1,1001,1
negative_lose_greater_than_win,2,2927.48224283901,2547.40592891523,1067,314,49.6753594548798,167.087326768193,68,381,1
