direction,clusterIndex,clusterMass,clusterThreshold,clusterSizeBins,clusterDurationMs,freqMin,freqMax,timeMin,timeMax,isSignificant
positive_win_greater_than_lose,1,3846.83526831742,2203.95181505943,1794,619,5.59624258613371,49.6753594548798,57,675,1
