direction,clusterIndex,clusterMass,clusterThreshold,clusterSizeBins,clusterDurationMs,freqMin,freqMax,timeMin,timeMax,isSignificant
positive_win_greater_than_lose,1,15463.1494173797,2702.88523274434,5834,1001,5.59624258613371,38.9744970856037,1,1001,1
