direction,clusterIndex,clusterMass,clusterThreshold,clusterSizeBins,clusterDurationMs,freqMin,freqMax,timeMin,timeMax,isSignificant
negative_lose_greater_than_win,1,2639.98629841643,1981.6375345611,1001,165,18.8234413182801,167.087326768193,1,165,1
negative_lose_greater_than_win,3,7669.92552928834,1981.6375345611,2979,630,14.7685727260152,167.087326768193,252,881,1
