direction,clusterIndex,clusterMass,clusterThreshold,clusterSizeBins,clusterDurationMs,freqMin,freqMax,timeMin,timeMax,isSignificant
negative_arrowdown_greater_than_arrowup,17,2296.04063863968,2067.84166553194,840,253,7.13275046121336,23.9916171749344,993,1245,1
