direction,clusterIndex,clusterMass,clusterThreshold,clusterSizeBins,clusterDurationMs,freqMin,freqMax,timeMin,timeMax,isSignificant
positive_arrowup_greater_than_arrowdown,6,3788.17974713156,2701.74303452053,1471,336,5.59624258613371,23.9916171749344,334,669,1
