direction,clusterIndex,clusterMass,clusterThreshold,clusterSizeBins,clusterDurationMs,freqMin,freqMax,timeMin,timeMax,isSignificant
positive_win_greater_than_lose,2,5378.43469053823,2267.60085199415,1915,528,14.7685727260152,63.3142573091214,345,872,1
negative_lose_greater_than_win,1,8904.15351575145,2242.05038340864,1700,518,5.59624258613371,11.5871873094632,1,518,1
