direction,clusterIndex,clusterMass,clusterThreshold,clusterSizeBins,clusterDurationMs,freqMin,freqMax,timeMin,timeMax,isSignificant
positive_win_greater_than_lose,6,15145.1299099257,2490.07970445895,3640,782,5.59624258613371,23.9916171749344,620,1401,1
negative_lose_greater_than_win,2,9526.44506261144,2395.82025752436,2343,500,5.59624258613371,30.5787706368879,20,519,1
