direction,clusterIndex,clusterMass,clusterThreshold,clusterSizeBins,clusterDurationMs,freqMin,freqMax,timeMin,timeMax,isSignificant
positive_win_greater_than_lose,1,23219.5588860604,3013.16413208382,7595,1401,5.59624258613371,49.6753594548798,1,1401,1
negative_lose_greater_than_win,19,3530.79585823119,2784.64967925711,1270,326,49.6753594548798,167.087326768193,1016,1341,1
