direction,clusterIndex,clusterMass,clusterThreshold,clusterSizeBins,clusterDurationMs,freqMin,freqMax,timeMin,timeMax,isSignificant
positive_win_greater_than_lose,16,5198.37334177802,1926.80046013427,2152,459,5.59624258613371,49.6753594548798,943,1401,1
negative_lose_greater_than_win,1,9532.85468862094,2060.5048093803,1941,427,5.59624258613371,18.8234413182801,1,427,1
